rank,PetID,tier,proba_slow,y_true,Name,Type,Age,Breed1,Gender,Color1,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Quantity,Fee,PhotoAmt,Description,Type_str,Breed1_str,Gender_str,Color1_str,MaturitySize_str,FurLength_str,Vaccinated_str,Sterilized_str,Health_str,age_group,has_photo,is_group,Fee_is_free,has_name,tier_order,predicted_slow,y_true_str,n_words_original,n_words_rewritten,description_original,description_rewritten,has_rewritten_description,length_delta_words
2349,ecba82fc3,Low,0.4353294293019608,0,Miko,1,1,307,2,5,2,1,2,2,1,1,0,10.0,"Together 5 puppies, Miko has been found near my office. We are trying to look for her a lovely home. Anyone who wish to give Miko a home and love, please email to:  ,com or add me to your Msger or MSN Tell us you name, place, and whether u agree the terms and condition which listed below. Terms and Condition: The person who want to adopt the dog 1) Have to stay in ""pet allowed"" property. 2) Apply license for the dog and renew the license annually. 3) Have to bring the dog for vaccination. 4) Have to do heartworm prevention and deworming. 5) Have to neuter the dog. 停車場管理單位又開始在我們上班附近捕捉小狗狗。 這一次，共捉了10隻，都還年幼， 剛開眼，還未可以自行進食。 我們想， 如果這些小狗狗被丢到郊外， 大概沒有辦法生存。 我們暫時將5隻帶回來， 其他5隻就拜託停車場管理單位通融一星期。 一星期後再看看有沒有能力帶他們回來。 這些小狗狗需要一個家及愛他們的主人。 我們將他們的資料放上網， 希望可以為他們找到一個幸福。 欲領養者必須： 1) 住在可以合法養寵物的地方 2) 每年為狗狗更新執照 3) 定期為帶狗狗去診所注射疫苗 4) 定期杜蟲 5) 認同共答應在狗狗成年時，帶狗狗去作絕育手術。",Dog,Mixed Breed,Female,Cream,Medium,Short,No,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Slow,,,,,False,
2350,b96b7da59,Low,0.4352253208303391,1,Middly,2,3,265,2,6,2,2,2,2,1,1,0,5.0,"Middly was found on the busy bridge to midvalley. She is a very healthy and active kitten. Only uses the litter tray as her toilet. I have too many cats, so i can't keep her. Any one who is interested can call, sms or e-mail me. Thank you.",Cat,Domestic Medium Hair,Female,Gray,Medium,Medium,No,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Fast,,,,,False,
2351,8398c83ec,Low,0.4351943039907904,0,6 Kittens,2,1,266,3,1,2,1,2,2,1,6,0,9.0,"Bunch of sweet kittens, active and playful up for adoption. They were dumped outside of a clinic in a box...Poor dears.",Cat,Domestic Short Hair,Mixed,Black,Medium,Short,No,No,Healthy,Puppy/Kitten (0-6m),True,True,True,True,3,False,Slow,,,,,False,
2352,1a085d132,Low,0.4351341658596985,1,Goldy,2,2,266,2,3,1,1,2,2,1,1,0,1.0,rescue her from 2 weeks years old...have 4 siblings ready to let go to somebody really love cat.. Diet : EQ n home made wet food interested : (puchong),Cat,Domestic Short Hair,Female,Golden,Small,Short,No,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Fast,,,,,False,
2353,8ff8aefca,Low,0.4351100059876885,1,Cassandra (Cass),2,2,266,2,1,1,1,2,2,1,1,0,4.0,"Rescued by a friend with a minor injury on her chin, we took her to the vet and got her a general check up and dewormed. The wound has now healed and she's up and running, a happy little kitten. Litter trained. Loves tuna. Unfortunately can't keep her :(",Cat,Domestic Short Hair,Female,Black,Small,Short,No,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Fast,,,,,False,
2354,28e14ee81,Low,0.4350764924568918,1,Mickey,1,2,307,1,1,2,1,2,2,1,1,0,1.0,Mickey was rescued together with his 4 other siblings from an abandoned house behind my office. I have brought him to the vet for dewormed and medical check up. He has been given a clean bill of health and is currently boarded at a pet shop in Ampang. Please open your heart to Mickey. He deserves to be loved and cared for. No caging or chaining is allowed. He must be allowed to run freely within the house compound. Only serious adopters will be entertained.,Dog,Mixed Breed,Male,Black,Medium,Short,No,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Fast,,,,,False,
2355,1e39a9ea7,Low,0.4350368672329929,1,Starley,2,3,265,2,5,1,2,1,2,2,1,0,4.0,i really hope i can keep her but my dad did'nt let me T.T.....sigh,Cat,Domestic Medium Hair,Female,Cream,Small,Medium,Yes,No,Minor Injury,Puppy/Kitten (0-6m),True,False,True,True,3,False,Fast,,,,,False,
2356,caf56c307,Low,0.4350278654417019,1,KC,2,51,285,2,2,2,3,1,1,1,1,0,3.0,She is very adorable and loveable. She is toilet trained. Looking for lovable family to love and care for her. She is like a family. Had to put up for adoption due to owner relocation back to Singapore.,Cat,Persian,Female,Brown,Medium,Long,Yes,Yes,Healthy,Adult/Senior (25+m),True,False,True,True,3,False,Fast,,,,,False,
2357,83d15cf4d,Low,0.435022180834776,1,Maksim,2,3,289,1,6,2,2,2,2,1,1,0,5.0,"Introducing dashing little Maksim! ♥ Male kitten, 12 weeks old. Blue-coated tuxedo with thick fur and hazel eyes. ♥ Rambunctious & frisky boy! LOVES to play & run about (needs toys, kitty companions or some kind of constant stimulation). Active households are his perfect cup of tea! Maksim is extremely vocal and knows how to talk (meow) back when spoken to. :) ♥ Maksim LOVES being carried over his people's shoulders (he stays put like a parrot and simply enjoys the view he gets). Maksim will also run right over to your lap whenever he's spooked by something (still doesn't stop him from exploring every nook and cranny he can find!) ♥ This boy can be a little demanding when he taps into his manja-moods (asking for cheek-rubs and strokes while he snoozes off). Mind you he has a VERY loud purr! ♥ Maksim is healthy, has been de-wormed (once) and given Frontline (flea medication). Already clever with the litter-box and able to eat kibbles independently. ***[IMPORTANT] Note for potential adopters*** - Whenever alone, Maksim tries to ""play"" with our fingers during stroking, and sometimes nips. This is only play-biting and a simple ""shh!"" makes him stop immediately. :) He is a very smart kitten and for this reason, experienced cat owners are preferred. - Maksim must be kept INDOORS at all times and NEUTERED at the right age (adopters who already practice neutering their cats preferred). - Premium food feeding only (no Whiskas, Friskies etc). Please drop me an email or call if you feel that you may be just the right person for this boy. Thank you!",Cat,Russian Blue,Male,Gray,Medium,Medium,No,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Fast,,,,,False,
2358,e60bbc064,Low,0.435004752043629,1,Cute Kitten For Adoption.,2,2,266,1,1,1,1,2,2,1,1,0,3.0,"1 lovely active kitten for adoption. I really hope i can help to find a home.Anyone of u pls help me to share this.I'll keep this cute kitten with me until i find suitable adopter. Priority only given to those who willing to keep it indoor!This kitten is very human friendly but too bad i cant keep them as i already hav one adult cat and he seem unable to accept him.FYI i/m a rescuer as mother cat is stray cat. Kindly contact me if interested.HP num ( welcome to watsapps and text 1st.)Thanks so much for ur time to read this. My wish to u to hav a lovely pet accompany. Regards,Cathy",Cat,Domestic Short Hair,Male,Black,Small,Short,No,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Fast,,,,,False,
2359,bd263a880,Low,0.4350042836543831,1,Chou Ma Gay & Happy,1,2,76,3,1,2,2,2,2,1,2,0,7.0,They are home born Dalmation CR breed. 1male (happy)and 1 female(Chou na gay).looking for a dog lovers for adoption.,Dog,Dalmatian,Mixed,Black,Medium,Medium,No,No,Healthy,Puppy/Kitten (0-6m),True,True,True,True,3,False,Fast,,,,,False,
2360,a25c1fe02,Low,0.4349611797986782,0,Vasi,1,1,307,2,1,2,1,2,2,1,1,0,4.0,female puppy. 1++ month old. looking for a forever home.,Dog,Mixed Breed,Female,Black,Medium,Short,No,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Slow,,,,,False,
2361,44817c8f4,Low,0.4349387701827235,1,Jeevan,1,2,307,1,1,2,1,3,2,1,1,0,3.0,Lovely puppy looking for a forever home. If u are intetested to adopt pls contact Rachel,Dog,Mixed Breed,Male,Black,Medium,Short,Not Sure,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Fast,,,,,False,
2362,7a23819c1,Low,0.4349320823956075,1,Aida,1,1,307,2,1,2,1,3,2,1,1,0,3.0,Lovely puppy looking for a home sweet home. Commitment to spay is compulsory. If u are intetested to adopt pls contact Albert,Dog,Mixed Breed,Female,Black,Medium,Short,Not Sure,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Fast,,,,,False,
2363,a04a67a2e,Low,0.434924921048522,0,Kangar,1,2,26,1,1,3,1,1,2,1,1,0,5.0,Healthy and adorable puppy looking for a forever home. If u are interested to gv him a home. Pls contact ,Dog,Belgian Shepherd Malinois,Male,Black,Large,Short,Yes,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Slow,,,,,False,
2364,be3247b2c,Low,0.4348807247635032,0,Shasha,1,2,103,2,1,2,2,3,2,1,1,0,3.0,Beautiful lovely puppy looking for a forever home. Commitment to spay is compulsory. If u are interested to adopt pls contact Rachel,Dog,German Shepherd Dog,Female,Black,Medium,Medium,Not Sure,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Slow,,,,,False,
2365,a2124f529,Low,0.4348615740731905,1,Brownie,1,1,70,2,2,2,1,2,2,1,1,0,8.0,"One of 5 pups born in our neighbour's unoccupied home on 21st-August-. With 2 male dogs together with the existing female (possibly a Collie), this is the unevitable result of nature taking its course. It's Season 2 (For those who remembered Maley & Bigfoot who found an owner here) There were actually 5 pups but one got drowned during a heavy downpour in the wee hours of the night. Have so far conducted 2 successful rescue missions late in the night during heavy rain by jumping over the wall & searching for them with a flashlight & placing them in higher grounds. Well, it's all worth it in the name of love. The litter this time round is a mix bag of colours unlike the white ones for Season 1. Nicknamed Brownie, she is mostly brown with some very even tones of cream. Even got a brown nose to go with the face. For those who like cookies, would you like to have a brownie instead? (Not for EATING though but for loving) Attached with this profile, you can find the pics of the Mom & Dad. We suspect the father to this little cutie to be Dad 1.",Dog,Collie,Female,Brown,Medium,Short,No,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Fast,,,,,False,
2366,9d03d5988,Low,0.4348316019567377,1,,2,1,266,1,1,1,1,2,2,1,1,0,4.0,"Okie , 2 kitty i found nearby my house , as usual , i will post up online for adoption since my house already have 3 cats , any kindsoul would like to adopt this kittens please PM me , free delivery within KL area tq",Cat,Domestic Short Hair,Male,Black,Small,Short,No,No,Healthy,Puppy/Kitten (0-6m),True,False,True,False,3,False,Fast,,,,,False,
2367,8396c07c5,Low,0.4347702602144325,1,Mummy + 3 Kittens,2,1,266,3,3,1,1,2,2,1,4,0,3.0,"The kittens were born somewhere near my field office/house. I have placed them in a box in front of our office door, with the mummy. I feed the mummy with kibbles. Due to my busy schedule, I'm always traveling, I can't keep the cats. Additionally, my housemate has a grummpy old cat who hates other cats around the house. Currently, this grumpy cat is out of town with his owner, but once he's back here in a week's time, the kittens & mummy might not be able to stay here anymore.",Cat,Domestic Short Hair,Mixed,Golden,Small,Short,No,No,Healthy,Puppy/Kitten (0-6m),True,True,True,True,3,False,Fast,,,,,False,
2368,7667378df,Low,0.4346112307935168,0,Deaf,2,3,264,2,1,1,2,2,2,1,1,0,2.0,Why her name i put deaf? Sebab dia selalu buat pekak jer bila saya panggil hahaha Makan makanan brand blackwood Baik dan kadang sgt hyper Sihat. Dia ni kuat jealous. Siapa berminat dan pandai jaga lagi bulu kembang Mix with DLH siapa sudi ambil saya beri free dengan syarat sayang sepenuh hati.,Cat,Domestic Long Hair,Female,Black,Small,Medium,No,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Slow,,,,,False,
2369,8fa705c07,Low,0.4345889531645935,1,Popeye In Kelantan,2,1,266,1,1,2,1,2,2,1,1,0,2.0,This poor kitten was abandoned and rescued by a friend.I m currently fostering him and unable to keep him for long as i stay in a hostel in Kelantan.He is a plump healthy kitten and truly adorable.Pls contact me if anyone is interested in giving popeye a loving home.,Cat,Domestic Short Hair,Male,Black,Medium,Short,No,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Fast,,,,,False,
2370,90983a905,Low,0.4345612426260127,1,Toothless,2,1,250,1,1,1,2,2,3,1,1,0,3.0,VERY VERY FRIENDLY,Cat,Bombay,Male,Black,Small,Medium,No,Not Sure,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Fast,,,,,False,
2371,c4feb7269,Low,0.4345378803144383,1,Lady,2,2,266,2,1,2,1,1,2,1,1,0,5.0,"Lady was found at the back of my family's home miaowing all day so we took her in when we realize her mother isn't coming back for her. It has been a month since she first came in our home and she is a great kitten, playful and active, litter trained, and am currently teaching her how to fetch (not doing so well, she picks it up and runs off to a corner to devour it -_-) My parents are allergic to cats so I have no choice but to keep her in our unused bathroom-turned-temporary-kitty-home. I am looking for a serious and loving pet owner who is willing to take Lady in and give her the happy life she deserves. Please do not hesitate to contact me if you would like to know more :)",Cat,Domestic Short Hair,Female,Black,Medium,Short,Yes,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Fast,,,,,False,
2372,3060d192f,Low,0.4344692671202905,1,Tim Tam,1,36,179,1,2,1,1,1,1,1,1,0,3.0,"A well loved miniature Poodle, % in-house and a vibrant and playful dog. Pampered Poodle that loves to be around people - also slightly territorial. He was put to adoption due to us moved into a small apartment. We have received some complains from the management and need to find a suitable home for him to run around be loved like before.",Dog,Poodle,Male,Brown,Small,Short,Yes,Yes,Healthy,Adult/Senior (25+m),True,False,True,True,3,False,Fast,,,,,False,
2373,4fedc2eb6,Low,0.4343269707701896,0,Domino,1,2,239,2,2,2,1,3,2,1,1,0,2.0,Lovely puppy looking for a forever home. Commitment to spay is compulsory. If u are interested to adopt pls contact Rachel.,Dog,Yellow Labrador Retriever,Female,Brown,Medium,Short,Not Sure,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Slow,,,,,False,
2374,fdc472b2e,Low,0.4342988193665881,1,KITTY,2,1,266,3,1,2,2,2,1,2,2,0,3.0,"NEED PPL TO SAFE THEM, THERE ARE AT NO:31, JALAN UTAMA 1/2, TAMAN PERINDUSTRIAN PUCHONG PERDANA, JUST WALK IN AND ASK FOR A MAN NAME -AH BOY",Cat,Domestic Short Hair,Mixed,Black,Medium,Medium,No,Yes,Minor Injury,Puppy/Kitten (0-6m),True,True,True,True,3,False,Fast,,,,,False,
2375,b3111f360,Low,0.4341972411448933,0,Snowhite,2,3,265,2,7,2,2,2,2,1,1,0,1.0,We believe she is a very smart kitten. We were driving home when she sprinted across a 4 lanes road. Luckily we managed to slow down in time and made a U-turn to rescue her and she is currently under our foster care. We have 2 dogs already and unable to keep kitty. Looking for a loving home for her.,Cat,Domestic Medium Hair,Female,White,Medium,Medium,No,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Slow,,,,,False,
2376,f995bc16c,Low,0.4341833332637566,1,Milk Tea,1,2,307,2,5,2,1,2,2,1,1,0,3.0,"Milk Tea was found near my office together with her sisters. She is a very cute, adorable, and very stable in behaviour. We are trying to look for her a lovely home. Anyone who wish to give Milk Tea a home and love, please email to:  ,com or add me to your Msger or MSN Tell us you name, place, and whether u agree the terms and condition which listed below. Terms and Condition: The person who want to adopt the dog 1) Have to stay in ""pet allowed"" property. 2) Apply license for the dog and renew the license annually. 3) Have to bring the dog for vaccination. 4) Have to do heartworm prevention and deworming. 5) Have to neuter the dog.",Dog,Mixed Breed,Female,Cream,Medium,Short,No,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Fast,,,,,False,
2377,e7fbd95a9,Low,0.434161695670319,0,Noah,2,3,266,1,2,2,1,2,2,1,1,0,5.0,Noah is a healthy 4 months old male and very playful.,Cat,Domestic Short Hair,Male,Brown,Medium,Short,No,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Slow,,,,,False,
