rank,PetID,tier,proba_slow,y_proba,y_true,Name,Type,Age,Breed1,Gender,Color1,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Quantity,Fee,PhotoAmt,Description
2666,fa773690e,Low,0.4212753879268798,0.5787246120731202,1,Pumpkin & Munchkin,2,1,266,2,3,2,1,1,2,1,2,100,8.0,"Pumpkin & Munchkin are 2 beautiful sisters looking for a furever home. They are approximately 7 weeks old and have completed the 1st round of vaccination & deworming. They have been treated with Frontline Spot-On so they are free from fleas & mites. They must be adopted as a PAIR and be equally loved. Adoption fee of RM is for both kittens to help cover their vaccination, deworming and flea treatment costs. Adopters will receive kittens' vaccination cards provided by the vet. Potential adopters must allow them to roam freely INDOORS, no roaming outdoors and commit to spay them by June . Adopters must also be willing to take the time to help them adjust to their new home. Most importantly, Pumpkin & Munchkin must be treated as Family. Owning a pet is a lifelong commitment. Please contact me ONLY if you can adopt them as a PAIR. Thank you in advance for your interest. UPDATE 31 Jan : There has been overwhelming response to adopt Pumpkin & Munchkin. Kindly note that just because you want to adopt them does not mean that I will give them to you. All enquiries are welcomed however, I will ask a series of questions to determine suitability and eligibility. Kindly bear with me as I make a decision as I want them to go to a home where they will both be truly loved. Thank you once again."
2667,9e046289f,Low,0.4212652729331532,0.5787347270668468,0,Orange,2,2,266,1,3,2,1,2,2,1,1,0,2.0,Ready to go to new home.
2668,7c17de5f6,Low,0.4212526360976597,0.5787473639023403,0,Ramsey,1,1,78,2,1,2,2,3,2,1,1,0,3.0,Lovely puppy looking for a forever home. Commitment to spay is compulsory. If u are interested to adopt pls contact Rachel
2669,ec2bb7160,Low,0.42114380070962654,0.5788561992903735,1,Mandy,1,3,141,2,7,2,1,1,2,1,1,0,4.0,"Mandy is an adorable puppy, very tame and love human touch. She is faithful and devoted to her master. Mandy has a pair of blue colour eyes, very unique. If you are interested, please call Ms Fan at."
2670,235572f38,Low,0.4210636458014948,0.5789363541985052,1,Spotty,2,1,266,2,1,2,1,2,2,1,1,0,1.0,Ready to be adopted. Ready to eat solid food.
2671,e99c4a55d,Low,0.42105720606829955,0.5789427939317005,1,Nicky,1,60,205,1,2,1,3,1,1,1,1,100,1.0,Pure breed Shih Tzu with MKA certificate. Looking for good owner who could provide a conducive environment for the pet.
2672,11ad894e6,Low,0.4210443343466437,0.5789556656533563,1,Cutie,2,1,266,2,3,2,1,2,2,1,1,0,8.0,"A tiny bundle of cuteness, my pictures do not do Cutie justice; she is an affectionate, friendly and playful kitten that I believe will be a wonderful companion. She is not fearful or shy, and likes being close with people. My father rescued this little one off a busy road a few days ago, but we have two felines of our own... As such, please drop me a message or a call if you would like to give her a forever home :) Cheers!"
2673,7d526090e,Low,0.42101145723635425,0.5789885427636458,1,,2,2,265,1,6,2,2,2,2,1,1,0,2.0,"My friend found this kitten, that's his message: This small kitten is looking for a home. I found him today at Dataran Prima and brought him home with me to Taman Ikan Emas, Cheras. Please, call if you would like to give him home."
2674,babf0f6cd,Low,0.4208425564640921,0.5791574435359079,1,BrownBrown,2,1,266,2,2,1,1,2,2,1,1,0,6.0,Area Cyberjaya. It is very playful and friendly to human. Leaving the rented place as will be graduating soon. I don't hope that this little one to be a stray after that. I hope that someone can give it a warm home. View other posts if you want to adopt its sibling as well. Do Whatsapp or call the following number if you are interested: Pang - Yin Yin -
2675,0149d04e7,Low,0.4208239976100212,0.5791760023899788,1,XiaoBai,1,2,307,1,1,2,2,2,2,1,1,0,4.0,"Is there a kind soul out there who would consider to adopt a local breed puppy? A cute male puppy was found by my friend at the petrol station -- XiaoBai He is a cute, very playful and friendly. We are trying to look for him a lovely home. Anyone who wish to give XiaoBai a home and love, please contact: The puppy is now in Kajang Terms and Conditions: The person who want to adopt the dog 1) Have to stay in landed property and not condo, apartment, flat or shoplot. 2) Apply license for the dog and renew the license annually. 3) Have to bring the dog for vaccination. 4) Have to do heartworm prevention and deworming. 5) Have to neuter the dog."
2676,e0efe2c72,Low,0.4207555213426897,0.5792444786573103,0,Susie,1,1,307,2,1,2,2,3,2,1,1,0,4.0,Lovely puppy looking for a home sweet home. Commitment to spay is compulsory. If u are interested to adopt pls contact Amy
2677,2cb9ce5ac,Low,0.4207016303558051,0.5792983696441949,1,2 Month Old Fluffy Kitten,2,2,266,2,1,2,2,2,2,1,1,0,3.0,"2 month old adorable female kitten for adoption. Location bangi , selangor. Interested adopters please whatapp"
2678,e3427692e,Low,0.42064934764634143,0.5793506523536586,1,*sparky*,2,1,265,2,1,2,2,2,2,1,1,0,3.0,she is very small and playful and would love to be living in your home :) please adopt her.
2679,402e83205,Low,0.4205102636626964,0.5794897363373036,0,Brandy,1,1,307,1,1,2,1,3,2,1,1,0,2.0,Lovely puppy looking for a home sweet home. If you are interested to adopt pls contact Amy
2680,bf12ff750,Low,0.42050622380591773,0.5794937761940823,0,Stimpy,2,1,266,2,1,2,1,2,2,1,1,0,1.0,"Stimpy is part of five siblings that my cat, Mimi gave birth to last month. She has a cute little black patch on her face and likes to cuddle up with her twin, Ren."
2681,26b1d01eb,Low,0.4204096726337546,0.5795903273662454,1,,2,1,266,1,1,2,1,2,2,1,1,0,2.0,"He had been meowing since last night. Early this morning I pick him up after finally able to detect where his meow came from. He is fine overall, just clueless and scared. Please help me to find him a loving home. I have 2 dogs and rabbits so I couldn't keep more pets."
2682,b26374255,Low,0.4203223536534805,0.5796776463465195,1,Tiny,2,1,254,2,1,1,2,2,2,1,1,20,2.0,"We found tiny crying in front of our gate last week. She is totally abandoned by her mother. We took her to the vet for deworm. So far she is healthy. She is playful, very cute and behave and she has a good appetite. I wish I can keep her but I already have 3 cats plus my busy schedule so for me that is enough. I hope Tiny will find a great owner and good home that will love her."
2683,9be11ef9b,Low,0.4203203344688716,0.5796796655311284,1,Zebra,2,1,266,2,1,2,1,2,2,1,1,0,1.0,Ready to be adopted. Beginning to eat solid food.
2684,b19556858,Low,0.4202762710534895,0.5797237289465105,1,Litt' Vamp,2,2,266,1,1,2,1,1,2,1,1,0,4.0,"Litt' Vamp is a cute little bundle of fur with a feisty character. Loves playing with the big cats & loves his food - chicken, pumpkin, fish. A real sweetheart who loves to cuddle with you."
2685,3ab64c5a4,Low,0.4202602190583741,0.5797397809416259,1,Leia,2,2,266,2,1,2,2,2,2,1,1,0,3.0,"We fostering Leia and her littermates after come across her cat mom below our block. We named her Leia since she has black patches of fur on both ears, resembling Star Wars' Princess Leia iconic look. :D She's currently eating wet foods after weaned from her mother. Her mother has been spayed and released back to the neighborhood. Please help in giving her a new loving home. We can send her to any place in Klang Valley. Anyone interested to adopt her, can whatsapp/Telegram"
2686,f391fc44e,Low,0.4200789954533932,0.5799210045466068,1,,2,3,265,1,7,2,2,2,2,1,1,0,5.0,"Hi i found this kitty at the street. She is cute and beautiful , i decided rescue this kitty for others to adopt. Any kindsoul willing to adopt this kitty please call or msg Madam TE"
2687,6cdc6cab4,Low,0.41999004585271416,0.5800099541472858,0,Flower Kitty,2,1,265,2,1,2,2,2,2,1,1,0,3.0,"This kitty is very hyper active, though she is still a little baby, but will play with big cats and dogs and didnt even scare them, i found her at the playground near my house last week, at that time, she weight only gram...she still drinking milk, but start eat wet food email me if you are interest.. self pick thank you very much"
2688,44ab64cad,Low,0.4199137214535126,0.5800862785464874,1,Rambo,2,2,266,1,1,1,1,2,2,1,1,0,3.0,"Rambo is a feisty, adventurous little kitten who showed up out of nowhere at my aunt's house. He was quite underweight but now he's eating and drinking well. He's got an infection of fleas and mites but he's currently undergoing treatment. Rambo is very sweet and playful so he would make a lovely companion."
2689,747359fcb,Low,0.4198934900499546,0.5801065099500454,0,Lil' T-Ger,2,2,283,1,1,2,1,2,2,1,1,8,10.0,"Lil' T-Ger was rescued fr a car workshop in Kota Kemuning during CNY. He's been quarantine at the vet for 2 weeks and been declared healthy by doctor. Lil' T-Ger has golden base-color with leopard spot on his body and belly. On his legs are tiger strips. Lil' T-Ger is very 'manja' with human and ok with other animal. He's responsive, playful and litter-box trained. Pls give him a good home with lotza love and attention. For potential adopter: you must realize that cats are able to live as long as 20 years and it is a commitment to care for another living being. So pls prepare and plan your future with Lil' T-ger in mind. I have only one condition for adopting Lil' T-Ger which is you MUST MUST MUST neuter him ONCE he is old enough. No excuse that he is a male, or you will forever cage him up, or it's too expensive or you are too busy. NO EXCUSES! Pls call (If you sent me an e-mail, I'll take ages to reply you. So, a phone call will be more efficient. TQ)"
2690,0340ac5f7,Low,0.41988978946137634,0.5801102105386237,1,Tabby Boy,2,2,266,1,2,2,1,2,2,1,1,0,3.0,"Tabby Boy ia a stray kitten probably abandoned by its mother/owner, found alone at a shoplot area. Currently, it is given temporary shelter and food by a kind restaurant owner. However, I feel that it deserves a good loving home as the place where it is being fostered at the moment is unsafe for a little kitty. Tabby Boy feeds on kibble and wetfood.He is also very playful, manja and friendly. I will deflea and deworm Tabby Boy before he is given to the adopter. I can't bring TabbyBoy home as I already have 8 furkids at home (I am not allowed to foster/adopt anymore cats). Adopter must neuter him at 6-8 months old. Also, vaccinate him yearly to protect against diseases. Adopter with some cat ownership experience is highly preferable. Anyone interested, pls contact me via sms/whatsapp: or pm fb Syahida Yep. Serious adopter only."
2691,b79df3351,Low,0.4198510155917414,0.5801489844082586,1,Donna,2,2,266,2,2,3,1,2,2,1,3,0,5.0,"Breed : Malaysian Cap Ayam Ori Ayah : Gelandangan Ibu : Suka ayah nak wat camana Nose : mancung. tak pyh pegi korea extend Body type : Sado Coat : bulu pendek. pakai powder je sudah. takpayah mandi Pattern : corak kucing Proven : u wait bila ai baligh. Bwahahahaha.. Diet : Tak payah sebab ai rajin senam. Lumba lari. Bila mama bukak gobok ai masuk. Hobi : comolot, kengkadang comont*t. Kutu/cacing : konpem ada. hahaha... ngkorang punnnn"
2692,784ec5ba3,Low,0.41980875691153996,0.58019124308846,1,Yoyo With 3C (Calm Cute & Charming),1,4,109,2,3,3,2,1,3,1,1,0,1.0,"A lovely 4 months old Female Golden Retriever found in Kajang area. She's currently being taking care by a kind Malay man behind a small lane of a shop. Due to not an ideal environment for a dog to grows up, he's looking for someone who can adopt her. Please give this lovely Yoyo a forever home. Her calm, cute and charming personalities will definitely makes her a perfect addition to your family! Noted: Yoyo will be vaccinated and groomed before handed to the new owner. If you interested in adopting Yoyo, please contact Wen Jing with mobile:, thanks!"
2693,07218c870,Low,0.41974725837405047,0.5802527416259495,0,Angel,2,2,266,2,1,1,2,2,2,1,1,0,1.0,playfull kid
2694,b4809e7d1,Low,0.4197469475341189,0.5802530524658811,0,Cute Kittuns,2,1,266,3,1,2,1,2,2,1,3,0,1.0,"hye guys.. i have 5 kittens to let go..cannot handle all cats since i already have 5 cats at home...very cute,active n most important thing gemok...no adoption fee..FOC..only serious adopter!!feel free to sms me..no call pls!"
2695,bdffad31f,Low,0.41970057281532014,0.5802994271846799,1,Tom & Jerry,2,1,299,3,1,1,1,2,2,1,2,0,8.0,"Two little orphaned kittens rescued from the drain, in need of a loving home ASAP!!! They are both very small, newborn siblings, probably only a couple of weeks old. Not sure how to tell the gender though. They are very manja towards human beings. Update /10 : It seems like a pair - a male and female, male's very active and playful! Female's equally curious about things around her. Both loves human interaction. They are eating well, kitten's can food and biscuits. PLEASE help find a home for them SOON or we may have to send them to the shelters!"
2696,d5df16a32,Low,0.4196834204023112,0.5803165795976888,1,Lucky Paws,2,2,266,1,3,2,1,1,2,1,1,0,5.0,"Introducing strong-willed LuckyPaws! ♥ Male kitten, 2 months old, white with orange patches and hazel eyes. ♥ Hand-raised from 2 1/2 weeks age and is SUPER human-loving. ♥ Lucky Paws almost didn't survive his bottle-feeding days, but just when all hope seemed lost, he began to flourish! He turned out the strongest of all his siblings. :) ♥ This boy is a charmer, he will climb over you for cuddles and enjoys plenty of stroking. An absolute ""lap-cat"", gets along with all people, other cats and dogs. ♥ Has been vaccinated, de-wormed (twice) and given flea medication. Currently on RC BabyCat kibbles (dry). Already clever with the litter-box. ***PLEASE READ***: - LuckyPaws must be kept INDOORS at all times. - Adopters must NEUTER him at the right age. - Must be fed premium food (no Whiskas, Friskies kibbles etc). Please drop me an email or call if you feel that you may be just the right person for this boy. Thank you!"
